id,TLE_LINE1,TLE_LINE2
THOR ABLESTAR DEB,1 00561U 61015GT  26085.52996774  .00000367  00000-0  15191-2 0  9990,2 00561  67.7514 124.2502 0629527 354.3096 153.0373 12.41476128930865
TELSTAR 2 (A-41),1 00573U 63013A   26085.86772309 -.00000003  00000-0  44884-3 0  9996,2 00573  42.7659  71.4006 4006435  50.7829  90.9018  6.39267328580883
MIDAS 6 (FTV 1169),1 00574U 63014A   26085.76834421 -.00000003  00000-0 -25548-2 0  9997,2 00574  87.3565 203.5486 0031411 195.6806 164.3077  8.65276900210650
DELTA 1 R/B,1 00575U 63013B   26085.54665976  .00000067  00000-0  14381-2 0  9991,2 00575  42.7782  12.9122 4004360 114.5963  23.7393  6.40268527470695
DASH 1,1 00589U 63014D   26085.73054049 -.00000030  00000-0 -15374-1 0  9995,2 00589  87.3555 198.3470 0058502  41.3549 319.1715  8.65625577986680
WESTFORD NEEDLES,1   602U 63014E   26085.31009402  .00000029  00000-0  12067-1 0  9990,2   602  87.3672 197.4989 0019435 128.1735 232.0874  8.67238809990655
ERS 6,1 00608U 63014C   26083.71668621 -.00000027  00000-0 -13990-1 0  9998,2 00608  87.3551 201.3311 0027464  90.0857 270.3145  8.65282332986192
MIDAS 7/ERS 10,1 00622U 63030A   26085.80698251  .00000017  00000-0  74972-2 0  9991,2 00622  88.4424 215.8398 0030973 142.4893 217.8125  8.57932669452711
WESTFORD NEEDLES,1 00628U 63014F   26085.74346769  .00000003  00000-0  00000-0 0  9990,2 00628  87.3448 211.0376 0019735 221.0295 138.9074  8.63374111981844
WESTFORD NEEDLES,1   629U 63014G   26085.29750074 -.00000027  00000-0 -13857-1 0  9992,2   629  87.3571 199.2342 0040200  81.8942 278.6471  8.65564131987028
ATLAS AGENA B DEB,1 00630U 63030C   26084.76527122  .00000002  00000-0 -12491-3 0  9996,2 00630  88.4579 207.6238 0057065 323.6804  36.0182  8.59862961967667
ATLAS AGENA B DEB,1 00631U 63030E   26085.74210979  .00000003  00000-0  00000-0 0  9995,2 00631  88.4303 221.7623 0160428 168.7005 191.7509  8.55876134958583
SYNCOM 2 (A 26),1 00634U 63031A   26085.68694438 -.00000059  00000-0  00000-0 0  9990,2 00634  30.1595 301.6127 0005868 200.0378   1.6798  1.00252516229539
ERS 9,1 00635U 63030B   25281.42451812 -.00000018  00000-0 -10374-1 0  9998,2 00635  88.4228 228.9160 0044348 284.1662  75.4263  8.57948362948851
THOR ABLESTAR DEB,1 00643U 61015GU  26085.69914665  .00001186  00000-0  18042-2 0  9996,2 00643  66.3687 244.5003 0320919  83.8683 279.8823 13.36709492 98975
THOR ABLESTAR DEB,1 00644U 61015GV  26085.43360154  .00000970  00000-0  12823-2 0  9998,2 00644  67.0971 126.1471 0136320 176.7820 298.5913 13.61237879186474
THOR ABLESTAR DEB,1 00645U 61015GW  26085.94269715  .00000749  00000-0  16829-2 0  9990,2 00645  66.5873  38.8005 0408872 178.3129 248.7802 13.04849740 69080
THOR ABLESTAR DEB,1 00648U 61015GZ  26085.39189397  .00000495  00000-0  67181-3 0  9995,2 00648  65.8725 229.8929 0206102 265.1471 122.4211 13.59554352187721
THOR ABLESTAR DEB,1 00649U 61015HA  26085.89379478  .00000474  00000-0  15621-2 0  9990,2 00649  66.2694 336.3632 0553230  82.6341   2.9575 12.65314965982225
THOR ABLESTAR DEB,1 00652U 61015HD  26085.43392515  .00001609  00000-0  80042-3 0  9992,2 00652  66.7061 318.9903 0066825  52.2802 308.4322 14.18436599282127
THOR ABLESTAR DEB,1 00653U 61015HE  26085.77707964  .00001143  00000-0  12595-2 0  9998,2 00653  67.4521 358.2161 0154297  41.9650 351.6836 13.70305574206599
THOR ABLESTAR DEB,1 00655U 61015HG  26085.36212652  .00000213  00000-0  56770-3 0  9991,2 00655  67.2571  53.8957 0365356  16.4844 133.6825 13.09497776 76080
THOR ABLESTAR DEB,1 00656U 61015HH  26085.87295021 -.00000084  00000-0 -50868-4 0  9990,2 00656  66.2911  11.9649 0651001 162.7529 199.6787 12.72765932956527
THOR ABLESTAR DEB,1   657U 61015HJ  26085.31399993 -.00000324  00000-0 -55125-3 0  9990,2   657  66.2552 180.2842 0332711  67.9758   2.4382 13.11892078 93753
THOR ABLESTAR DEB,1 00658U 61015HK  26085.41908017  .00000679  00000-0  91872-3 0  9995,2 00658  65.8657 326.8158 0360607 253.9932 102.1121 13.41662659 48492
THOR ABLESTAR DEB,1 00659U 61015HL  26085.92263030  .00000162  00000-0  57375-3 0  9998,2 00659  67.1584 259.7319 0587967 339.6672 175.0756 12.66805995980602
THOR ABLESTAR DEB,1 00660U 61015HM  26085.97491118  .00046020  00000-0  25106-2 0  9994,2 00660  66.4925  56.2776 0019500 264.8088 162.8402 15.13946049372962
THOR ABLESTAR R/B,1 00669U 63038A   26085.66048630  .00000031  00000-0  35770-4 0  9995,2 00669  89.9814 334.4030 0026199 358.0244  29.6761 13.46127675 68605
TRANSIT 5B-1,1 00670U 63038B   26085.40492745  .00000070  00000-0  10331-3 0  9997,2 00670  89.9708 333.2042 0039592 271.8538  87.8076 13.44670561 63063
RADIATION SAT (5E 1),1 00671U 63038C   26085.65371451  .00000085  00000-0  12824-3 0  9990,2 00671  89.9716 333.3131 0038672 225.3536 134.4458 13.45213051 63952
THOR ABLESTAR DEB,1 00672U 63038D   26085.43386462  .00001724  00000-0  19878-2 0  9991,2 00672  89.9912 336.0940 0025869 327.1868 212.0629 13.68808747 90525
VELA 2,1   674U 63039A   25233.70687258 -.00000484  00000-0  00000+0 0  9992,2   674  46.9199 107.0652 5061239  83.4591 359.8149  0.22192263 50173
VELA 1,1 00692U 63039C   25231.55172954 -.00000605  00000-0  00000-0 0  9991,2 00692  27.9818  45.8257 5578653 215.3524   0.0919  0.22046177 12502
ATLAS CENTAUR 2 R/B,1 00694U 63047A   26085.44122383  .00002027  00000-0  23329-3 0  9990,2 00694  30.3562 102.0187 0547422 227.9304 127.3468 14.12131187133995
ATLAS CENTAUR 2 DEB,1 00698U 63047D   26085.19243760  .00000474  00000-0  14575-3 0  9996,2 00698  29.9235  42.8378 0529477 169.3117 191.9226 13.74202737 67637
ATLAS CENTAUR 2 DEB,1 00700U 63047F   26085.66893300  .00000167  00000-0  37602-4 0  9999,2 00700  30.4797  81.4647 0717272 159.3280 203.7915 13.40171350 39052
ATLAS CENTAUR 2 DEB,1 00701U 63047G   26085.65784723  .00001075  00000-0  32881-3 0  9999,2 00701  30.0122 183.8462 0504655 296.5943  58.3789 13.83209378 98789
WESTFORD NEEDLES,1   702U 63014H   26085.31688757 -.00000021  00000-0 -11297-1 0  9995,2   702  87.3640 197.6611 0102206 134.2899 226.6393  8.65654707987101
THOR ABLESTAR R/B,1 00703U 63049A   26085.93362322  .00000060  00000-0  79436-4 0  9992,2 00703  89.9198  70.8319 0017200 142.4624 281.2235 13.49995476 68168
TRANSIT 5B-2,1 00704U 63049B   26085.93468518  .00000081  00000-0  11657-3 0  9990,2 00704  89.9170  71.0743 0035058 172.6426 214.4103 13.47117265 60253
TRANSIT 5E 3,1 00705U 63049C   26085.96819363  .00000094  00000-0  13665-3 0  9997,2 00705  89.9174  71.0410 0035323 129.4147 284.8390 13.47663146 61023
THOR ABLESTAR DEB,1 00706U 63049D   26085.96833757  .00000301  00000-0  41188-3 0  9993,2 00706  89.9116  73.7431 0024944 303.1607 111.8473 13.56578670 72166
THOR ABLESTAR DEB,1 00715U 63049E   26085.96650282  .00000809  00000-0  82667-3 0  9993,2 00715  89.9049  78.3209 0031657  53.8123 358.4037 13.75512420 92086
TIROS 8,1 00716U 63054A   26085.97787773  .00000469  00000-0  10153-3 0  9990,2 00716  58.4957 340.8143 0025517 141.1137 219.1744 14.73085108303602
DELTA 1 DEB,1 00720U 63054C   26085.32455688  .00000743  00000-0  21726-3 0  9994,2 00720  58.4716  66.0012 0101918 315.6714  43.6185 14.50584641269466
SCOUT X-4 R/B,1 00721U 63053B   26085.34878028  .00000519  00000-0  30472-3 0  9992,2 00721  78.6039 192.5740 1088185 212.9362 139.9180 12.55074348839661
THOR AGENA D R/B,1 00727U 64001A   26085.63683569  .00000020  00000-0  53812-4 0  9999,2 00727  69.9037 107.6449 0012721 166.5614 193.5832 13.95785312165631
GGSE 1 (GGRS),1 00728U 64001B   26085.95450542  .00000074  00000-0  90343-4 0  9997,2 00728  69.9100  20.6734 0010577  94.4715 265.7599 13.97758512168181
SECOR 1B,1 00729U 64001C   26085.51929299 -.00000019  00000-0  25854-4 0  9995,2 00729  69.8985 110.1590 0014592 194.9324 165.1352 13.95217002165178
SOLRAD 7A,1 00730U 64001D   26085.42152673  .00000022  00000-0  54803-4 0  9990,2 00730  69.9038  94.6415 0012200 150.3646   9.0690 13.96044243 49087
GREB,1 00731U 64001E   26085.40110816  .00000026  00000-0  57818-4 0  9995,2 00731  69.9039  84.9409 0012029 145.1210 215.0686 13.96296850166023
SCOUT X-4 DEB,1 00732U 63053H   26085.10047673  .00003939  00000-0  11220-2 0  9990,2 00732  78.5505 329.2754 0403210 271.7129  83.7900 14.06899646963485
THOR AGENA D R/B,1 00733U 64002A   26085.96548216  .00000187  00000-0  83988-4 0  9993,2 00733  99.1216 100.2444 0032477 206.6258 153.3259 14.34028957240771
OPS 3367 A,1 00734U 64002B   26085.37960138  .00000118  00000-0  64088-4 0  9994,2 00734  98.9765  13.0021 0015452  68.4243 291.8583 14.29678201236930
OPS 3367 B,1 00735U 64002C   26085.40625124  .00000094  00000-0  55977-4 0  9992,2 00735  98.9817   7.7163 0016303 183.0961 177.0121 14.28560078234890
RELAY 2,1 00737U 64003A   26085.98183966 -.00000011  00000-0  00000-0 0  9994,2 00737  46.4661  78.1750 2602954 289.1338  44.7058  7.39537798680017
DELTA 1 R/B,1 00738U 64003B   26069.41488898 -.00000010  00000-0  00000-0 0  9996,2 00738  46.4606 105.0784 2606272 263.1418  66.9069  7.39350980678170
ATLAS CENTAUR 2 DEB,1 00739U 63047H   26085.59665089  .00000331  00000-0  43457-4 0  9992,2 00739  30.4209 176.6300 0635736  62.8595 303.5380 13.85194225129922
THOR AGENA B R/B,1 00741U 64004B   26085.95174976 -.00000024  00000-0 -78427-4 0  9995,2 00741  81.4894 229.9384 0172687  92.2828  26.3665 13.23826205  2199
ECHO 2 DEB (METAL OBJ),1 00742U 64004C   26085.52865174  .00000070  00000-0  12725-3 0  9993,2 00742  81.4643 122.6113 0170306 325.9651  33.0641 13.26277280  6400
ECHO 2 DEB (METAL OBJ),1 00743U 64004D   26085.94584122  .00000113  00000-0  21095-3 0  9999,2 00743  81.5202 232.5157 0174715 198.6187 283.0894 13.26873289  7217
THOR ABLESTAR DEB,1 00745U 63038E   26085.67312593  .00000221  00000-0  30468-3 0  9992,2 00745  89.9911 336.2457 0017650 167.5868 220.9457 13.55569778 80255
ELEKTRON 1,1 00746U 64006A   26085.93845058  .00001732  00000-0  50451-3 0  9997,2 00746  60.8802 299.7379 2990202 205.8352 135.6989  9.10663641 59751
ELEKTRON 1 DEB,1 00750U 64006C   26085.67220544  .00014357  00000-0  14002-2 0  9998,2 00750  60.7461 185.4249 1395733  24.6842 341.4820 12.48028507836341
THOR ABLESTAR DEB,1 00753U 63049F   26085.98400796  .00000251  00000-0  35050-3 0  9995,2 00753  89.9114  73.4322 0029212  82.5688 334.2067 13.54889645 69422
OPS 4412 (TRANSIT 9),1 00801U 64026A   26085.67945399  .00000438  00000-0  21153-3 0  9990,2 00801  90.4589 183.7277 0045105 291.0987  68.5383 14.17012492174468
SCOUT X-4 DEB,1 00805U 64026B   26085.11487249  .00001569  00000-0  53511-3 0  9997,2 00805  89.8594 330.2829 0031312 102.1321 258.3389 14.35806744178113
SCOUT X-4 R/B,1 00809U 64026D   26085.70826481  .00000210  00000-0  11153-3 0  9999,2 00809  90.4498 173.7368 0038500 330.1370  29.7618 14.10752493166519
OPS 4467 A,1 00812U 64031A   26085.93478538  .00000091  00000-0  62435-4 0  9997,2 00812  99.8075 231.6810 0004972 324.3240  35.7603 14.24577024204581
OPS 4467 B,1 00813U 64031B   26085.92630221  .00000093  00000-0  64255-4 0  9990,2 00813  99.8143 229.1834 0005864  53.0443 307.1268 14.23696238203229
THOR AGENA D R/B,1 00815U 64031C   26085.88883946  .00000187  00000-0  96532-4 0  9998,2 00815  99.8152  25.9990 0011665 166.4423 193.7070 14.28473520209250
ELEKTRON 3,1 00829U 64038A   26085.93476268  .00001072  00000-0  30512-3 0  9990,2 00829  60.8200 314.8228 2938860 326.9866  17.7127  9.21136608  7874
ELEKTRON 3 DEB,1 00831U 64038C   26085.97638560  .00037097  00000-0  33606-2 0  9994,2 00831  60.6717  41.7300 1251731 343.5487  12.8084 12.79272542355401
OPS 3662 (VELA 3),1 00836U 64040A   26088.17832571  .00000421  00000-0  00000-0 0  9996,2 00836  52.5814 120.2187 4966096 279.0309   0.6050  0.23919382 10813
OPS 3674 (VELA 4),1 00837U 64040B   26089.53233468  .00000014  00000-0  00000-0 0  9996,2 00837  48.7433 123.5719 5780174 256.6152   0.9335  0.24003907 54538
SYNCOM 3,1 00858U 64047A   26085.55684505  .00000115  00000-0  00000-0 0  9998,2 00858   6.7659  65.3367 0003404 188.2528 174.5259  1.00381633 52646
DELTA 1 R/B,1 00862U 64047B   26085.01712614 -.00000283  00000-0  00000-0 0  9994,2 00862  16.8186 356.8693 7116117 341.9836   2.2578  2.05113760256457
EXPLORER 20,1 00870U 64051A   26085.49873522  .00000134  00000-0  95271-4 0  9998,2 00870  79.9016   8.7288 0097207 140.5266 220.3025 13.91773169121938
SCOUT X-4 R/B,1 00871U 64051B   26085.60572067  .00000238  00000-0  15009-3 0  9997,2 00871  79.8951 159.0686 0085651   6.7237 353.5051 14.00655779133308
COSMOS 44,1 00876U 64053A   26085.42830974  .00000220  00000-0  56626-4 0  9990,2 00876  65.0592 210.2704 0150841 292.1032  66.4113 14.65686610276542
SL-3 R/B,1 00877U 64053B   26085.93723396  .00000188  00000-0  60674-4 0  9997,2 00877  65.0756 280.6695 0080346 286.7944  72.4353 14.61379619269312
THOR ABLESTAR R/B,1 00893U 64063A   26085.96396252  .00000084  00000-0  10572-3 0  9992,2 00893  90.2257  73.2548 0027649 102.5252 311.3928 13.56314836 40833
OPS 5798 (TRANSIT 5B-4),1 00897U 64063B   26085.92970248  .00000107  00000-0  14463-3 0  9994,2 00897  90.2290  73.5580 0021424  60.6052 359.9162 13.53726880 34092
EXPLORER 22,1 00899U 64064A   26085.41196620  .00000195  00000-0  16261-3 0  9990,2 00899  79.6907 217.5751 0119545  59.3523 301.9348 13.83029134 93538
CALSPHERE 1,1 00900U 64063C   26085.94946290  .00000662  00000-0  66521-3 0  9999,2 00900  90.2178  69.8446 0025298 175.9804 214.8284 13.76520115 60113
OPS 5798 DEB,1 00901U 64063D   26085.98957297  .00000101  00000-0  13384-3 0  9990,2 00901  90.2306  74.4645 0019364   8.0126  51.4465 13.55131416 35331
CALSPHERE 2,1 00902U 64063E   26085.93013087  .00000083  00000-0  11050-3 0  9993,2 00902  90.2297  73.8342 0020559 104.6232 287.7417 13.52893498845148
OPS 5798 DEB,1 00903U 64063F   26085.96747404  .00000876  00000-0  82493-3 0  9993,2 00903  90.2206  69.1384 0022927   5.8139  51.4929 13.80621508 63027
SCOUT X-4 R/B,1 00907U 64064B   26085.89630164  .00000164  00000-0  14054-3 0  9992,2 00907  79.6885 259.0998 0120969 152.5552 208.2058 13.80924830 91288
EXPLORER 25 (INJUN-4),1 00932U 64076B   26085.94687154  .00000560  00000-0  18813-3 0  9997,2 00932  81.3350  81.7835 1119758  94.8717 278.0897 12.67121428808715
SCOUT X-4 R/B,1 00933U 64076C   26085.75152033  .00001997  00000-0  66312-3 0  9992,2 00933  81.3361 215.1778 1050935 186.9017 171.6593 12.82354775826018
THOR ABLESTAR R/B,1 00953U 64083A   26085.89608609  .00000052  00000-0  57714-4 0  9990,2 00953  90.0378 192.8063 0030159 319.2313 162.2349 13.58832009 37405
THOR ABLESTAR DEB,1 00956U 64083B   26085.19880912  .00000308  00000-0  35319-3 0  9995,2 00956  89.9339 169.5617 0020795 266.3153 122.2540 13.67513971 44789
OPS 6582 (TRANSIT 5E-5),1 00959U 64083C   26085.35044852  .00000188  00000-0  22782-3 0  9997,2 00959  90.0123 187.2318 0042337 185.0649 246.8535 13.62468976 38930
OPS 6582 (TRANSIT 5B-5),1 00965U 64083D   26085.89047397  .00000088  00000-0  10948-3 0  9990,2 00965  90.0780 202.3663 0042511 156.1946 324.3711 13.57004214 32455
THOR ABLESTAR DEB,1 00967U 64083F   26085.49108675  .00000253  00000-0  28861-3 0  9992,2 00967  89.9544 174.2217 0018934 279.2914  97.3903 13.67402122 44687
SCOUT X-4 DEB,1 00976U 64064C   26085.97593382  .00000507  00000-0  27887-3 0  9996,2 00976  79.3140  55.5396 0112054 254.9347 103.9395 14.08037882131408
SCOUT X-4 DEB,1 00977U 64064D   26085.39974981  .00000311  00000-0  27959-3 0  9994,2 00977  80.0426 238.2275 0126211  12.4550 347.9668 13.79070488 78021
TIROS 9,1 00978U 65004A   26085.60223916  .00000234  00000-0  31735-3 0  9990,2 00978  96.3953 275.7020 1157021 213.5576 138.6750 12.11139913701616
DELTA 1 R/B,1   979U 65004B   26085.23549348  .00000248  00000-0  31218-3 0  9991,2   979  96.4290 341.8508 1139785  82.6427 290.2482 12.15507739705480
TITAN 3A DEB (TRUSS),1 01000U 65008B   26085.63488424 -.00000001  00000-0 -12538-2 0  9994,2 01000  32.1399 171.5008 0011071  72.6319 287.5389  9.88891513209184
TITAN 3A TRANSTAGE R/B,1 01001U 65008A   26085.60350508  .00000015  00000-0  84840-3 0  9992,2 01001  32.1487 304.4249 0017608 323.1142  36.8145  9.90721747213282
LES 1,1 01002U 65008C   26085.45532337  .00000006  00000-0 -26305-3 0  9991,2 01002  32.1416 240.7043 0015680 331.5736  28.3906  9.88355003208009
THOR ABLESTAR DEB,1 01099U 64083G   26085.47410947  .00000173  00000-0  20746-3 0  9990,2 01099  89.8130 139.6325 0040073 164.9995 261.1372 13.62815443971147
SECOR 3,1 01208U 65016E   26085.97913395  .00000047  00000-0  72505-4 0  9990,2 01208  70.0823 359.1961 0021122 200.8655 259.3998 13.96066928107699
GGSE 2,1 01244U 65016B   26085.96194318  .00000044  00000-0  69952-4 0  9994,2 01244  70.0820   1.4771 0022010 203.6129 156.3969 13.96146133106584
THOR AGENA D R/B,1 01245U 65016J   26085.92041684  .00000062  00000-0  81386-4 0  9993,2 01245  70.0761 280.7075 0020653 164.2449 195.9305 13.97652253108802
OPS 4988 (GREB 6),1 01271U 65016A   26085.98564029  .00000063  00000-0  82811-4 0  9996,2 01271  70.0814 333.3667 0020994 185.0124 267.4967 13.96645511107335
PORCUPINE 1,1 01272U 65016H   26085.94306578  .00000018  00000-0  52836-4 0  9990,2 01272  70.0788  64.3612 0024513 234.3480 125.5344 13.94525703104913
SOLRAD 7B,1 01291U 65016D   26085.93759722  .00000006  00000-0  43011-4 0  9995,2 01291  70.0793  51.1245 0023322 233.3825 126.5136 13.94964982105237
GGSE 3,1 01292U 65016C   26085.51019740  .00000140  00000-0  12745-3 0  9997,2 01292  70.0755 129.3995 0017005  54.3072 305.9616 14.01559445112981
OSCAR 3,1 01293U 65016F   26085.85131634  .00000251  00000-0  17803-3 0  9995,2 01293  70.0737 218.2985 0019987 258.8907 100.9959 14.08410414120495
DELTA 1 DEB,1 01312U 65004C   26085.08066014 -.00000032  00000-0 -10414-4 0  9999,2 01312  96.3460 121.6935 1115660 300.5721  48.9876 12.28242046716380
DELTA 1 DEB,1 01313U 65004D   26085.36243379  .00000559  00000-0  84268-3 0  9991,2 01313  96.4121  69.0853 1174677 141.6538 227.4263 12.00821243676508
OPS 4682 (SNAPSHOT),1 01314U 65027A   26085.74614144  .00000011  00000-0  13864-4 0  9999,2 01314  90.2467   4.4389 0031253 143.2920 243.3792 12.91803817620381
SECOR 4 (EGRS 4),1 01315U 65027B   26085.53552894  .00000025  00000-0  62853-4 0  9997,2 01315  90.2554  13.6809 0032656  57.8380 114.1178 12.92665731876249
OPS 4682 DEB,1 01316U 65027C   26085.86664044  .00000715  00000-0  16911-2 0  9993,2 01316  90.2611  25.4436 0038554  46.6100 313.8234 13.22400673908120
INTELSAT 1-F1,1 01317U 65028A   26085.34234901 -.00000144  00000-0  00000-0 0  9990,2 01317   6.9558  64.5676 0005151 162.7694 342.9703  1.00179657126348
DELTA 1 R/B(2),1 01318U 65028B   26084.85605047 -.00000159  00000-0  00000-0 0  9995,2 01318  17.8982 288.7222 6936888 108.5452   0.6045  2.11824931105567
EXPLORER 27,1 01328U 65032A   26085.90160845  .00000014  00000-0  14562-3 0  9990,2 01328  41.1865   9.3611 0242631 238.1502 119.5424 13.38922108977309
SL-8 DEB,1 01335U 65020E   26085.45479811  .00000690  00000-0  24242-3 0  9997,2 01335  56.0738 249.8006 0526626   3.9332 356.5539 13.87381517998500
SCOUT X-4 R/B,1 01358U 65032B   26085.65234964 -.00000054  00000-0  44605-4 0  9996,2 01358  41.1904  60.6353 0243470 155.0513 206.2235 13.38242617976617
TITAN 3A TRANSTAGE R/B,1 01359U 65034A   26085.94820184 -.00000005  00000-0 -23883-2 0  9996,2 01359  32.1262  55.6221 0495294 138.5216 225.3947  9.17133123 41104
LES 2,1  1360U 65034B   26084.45180140 -.00000019  00000-0  00000+0 0  9991,2  1360  32.1529  72.0858 3972980 336.8390   9.2890  4.64834134 33971
LCS 1,1 01361U 65034C   26085.97579491  .00000014  00000-0  67020-3 0  9994,2 01361  32.1470  12.2203 0013306 191.4067 168.6129  9.89309906201741
OPS 4682 DEB,1 01389U 65027D   26085.92335166  .00000771  00000-0  20478-2 0  9995,2 01389  89.8646 220.7290 0019043   9.5411 108.0024 13.14658447899872
SL-8 DEB,1 01392U 65020AH  26085.34216300  .00041225  00000-0  17865-2 0  9991,2 01392  55.8571 215.6451 0140756 235.4799 123.2874 15.13495171 83560
OPS 4682 DEB,1 01399U 65027E   26082.59590389  .00000915  00000-0  30223-2 0  9995,2 01399  90.2716  22.9211 0008931 133.2068 226.9801 12.99893526621988
OPS 8480 (TRANSIT 5B-6),1 01420U 65048A   26086.00313497  .00000105  00000-0  14437-3 0  9997,2 01420  89.8736 287.2343 0071894 310.2997 204.3509 13.51890697992348
THOR ABLESTAR DEB,1 01425U 65048C   26085.98320929  .00000049  00000-0  61091-4 0  9992,2 01425  89.8727 285.9485 0075707 102.1459  19.4803 13.48942947989343
